date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-13,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13,7557.6400146484375,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
