date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-17,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,7637.079956054687,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21,5209.719848632812,0.0,6.0,0.0,0.0,0.0,16.0,0.0,0.0
