date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-16,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,7593.399963378906,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,5205.699920654297,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-20,3998.8298950195312,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0
