date,cash,NVDA,MSFT,JPM,KO,JNJ,XOM,WMT,DIS
2026-07-15,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-15,7571.629974365234,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-16,5165.029937744141,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2026-07-17,3800.629913330078,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0
